state,year,sid,cdl,pre2_cdl,caselaw,anywhere,assumption,civil,homicide_c,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,hc_felonywsus,jhcitizen,jhpolice,population,police,unemployrt,income,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,prisoner,lagprisoner,poverty,exp_subsidy,exp_pubwelfare,northeast,midwest,south,west,effyear,r20001,r20002,r20003,r20004,r20011,r20012,r20013,r20014,r20021,r20022,r20023,r20024,r20031,r20032,r20033,r20034,r20041,r20042,r20043,r20044,r20051,r20052,r20053,r20054,r20061,r20062,r20063,r20064,r20071,r20072,r20073,r20074,r20081,r20082,r20083,r20084,r20091,r20092,r20093,r20094,r20101,r20102,r20103,r20104,trend_1,trend_2,trend_3,trend_4,trend_5,trend_6,trend_7,trend_8,trend_9,trend_10,trend_11,trend_12,trend_13,trend_14,trend_15,trend_16,trend_17,trend_18,trend_19,trend_20,trend_21,trend_22,trend_23,trend_24,trend_25,trend_26,trend_27,trend_28,trend_29,trend_30,trend_31,trend_32,trend_33,trend_34,trend_35,trend_36,trend_37,trend_38,trend_39,trend_40,trend_41,trend_42,trend_43,trend_44,trend_45,trend_46,trend_47,trend_48,trend_49,trend_50,trend_51,l_murder,l_homicide,l_homicide_c,l_robbery,l_assault,l_burglary,l_larceny,l_motor,l_robbery_gun,l_jhcitizen,l_jhpolice,l_hc_felonywsus,l_robbery_gun_r,l_pop,l_police,l_income,l_prisoner,l_lagprisoner,l_exp_subsidy,l_exp_pubwelfare,treatment_date,post,time_til,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lag0,lag1,lag2,lag3,lag4,lag5,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Iyear_2008,_Iyear_2009,_Iyear_2010,popwt
California,2010,5,0.0,0.0,0.0,0,0,0,1809,0.31015554,32,83,4.8929396,157.19075,259.32578,619.0069,1624.3748,412.5432,4.8929396,0.69512737,0.0892576,0.22720116,36971641,321.5545666474474,12.4,54459,0.53340614,4.0739574,0.8551852,7.89216,446.4557,471.72116,14.18773378,81.65347,1726.963,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5877932,1.5877932,7.5005293,5.05746,5.558085,6.4281163,7.392878,6.022341,-1.1706814,-2.4162288,-1.4819195,-0.3636602,-1.1706814,17.425661,5.773167,10.905204,6.1013403,6.1563883,4.4024844,7.4541197,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,35311970.0
Colorado,2000,6,0.0,0.0,0.0,0,0,0,134,0.3256427,1,5,3.1917636,72.26724,224.49532,646.2845,2687.8223,403.99628,3.0250297,0.35728696,0.047638264,0.14291479,4198306,322.3919361761625,2.7,61077,0.31917635,5.1907125,0.7427281,12.638526,400.94742,386.32855,9.166316128457526,32.00728,882.3403,0,0,0,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1069208,1.1605736,4.89784,4.2803707,5.413855,6.4712396,7.8964868,6.0014057,-1.1219544,-3.044119,-1.9455067,-1.029216,-1.1219544,15.250192,5.775768,11.019891,5.99383,5.9566884,3.4659634,6.782578,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4600371.5
Colorado,2001,6,0.0,0.0,0.0,0,0,0,158,0.34092826,1,7,3.6618795,82.392296,228.2649,661.29376,2812.6943,486.56647,3.3374093,0.3012939,0.046352908,0.18541163,4314724,351.6331519698595,3.8,60834,0.32616222,5.240312,0.7352962,12.276127,404.38275,400.94742,8.846869463724678,33.33363,945.34875,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2051948,1.2979765,5.062595,4.411492,5.4305067,6.4941983,7.9418983,6.1873736,-1.0760832,-3.0714712,-1.6851768,-1.199669,-1.0760832,15.277544,5.8625884,11.015904,6.002362,5.99383,3.5065668,6.851554,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,4600371.5
Colorado,2002,6,0.0,0.0,0.0,0,0,0,179,0.35261247,0,6,4.0648017,81.27332,228.40097,719.3563,2842.9314,526.44855,3.8831344,0.4314594,0.022708388,0.15895872,4403659,351.73023160966824,5.7,58530,0.32968038,5.240937,0.7230124,11.855482,427.66708,404.38275,9.692439855129564,40.82831,861.9609,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3566426,1.402365,5.187386,4.3978176,5.4311028,6.5783567,7.952591,6.266154,-1.0423857,-3.7850208,-1.8391107,-0.8405819,-1.0423857,15.297946,5.8628645,10.977295,6.058345,6.002362,3.7093756,6.75921,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,4600371.5
Colorado,2003,6,0.0,0.0,0.0,0,0,0,185,0.21134296,1,14,4.1592736,84.03981,223.04948,728.30005,2798.9888,512.9621,3.8445177,0.4046861,0.044965122,0.3372384,4447892,347.26562605387,6.2,59203,0.3282229,5.21456,0.69534063,11.415183,442.25446,427.66708,10.154428210037473,45.522522,917.2674,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3466482,1.4253404,5.220356,4.4312906,5.4073935,6.590713,7.9370136,6.240202,-1.554273,-3.1018682,-1.0869652,-0.9046436,-1.554273,15.3079405,5.85009,10.988728,6.0918856,6.058345,3.8182073,6.821399,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,4600371.5
Colorado,2004,6,0.0,0.0,0.0,0,0,0,201,0.36961755,4,12,4.4680457,83.11454,249.76598,733.78204,2741.024,533.5869,4.4013586,0.4001235,0.111145414,0.2889781,4498611,343.3504252757129,5.6,58737,0.34177217,5.2165656,0.71077496,11.174227,451.0948,442.25446,10.376625140515594,41.373604,907.789,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4819132,1.4969511,5.3033047,4.4202194,5.5205245,6.5982122,7.9160867,6.279622,-0.99528646,-2.1969159,-1.2414044,-0.915982,-0.99528646,15.31928,5.838752,10.980825,6.1116776,6.0918856,3.7226431,6.811012,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4600371.5
Colorado,2005,6,0.0,0.0,0.0,0,0,0,173,0.41464034,3,8,3.7919936,86.53636,270.72205,761.5989,2796.913,572.1088,3.6385603,0.28494748,0.08767615,0.19727135,4562244,338.62721941220155,5.1,56344,0.3420466,5.1767287,0.68198895,10.82647,470.2949,451.0948,10.910486155497164,42.147892,903.00586,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2915881,1.332892,5.1532917,4.4605646,5.601093,6.63542,7.9362717,6.349329,-0.8803438,-2.4341054,-1.6231751,-1.2554504,-0.8803438,15.333325,5.8248997,10.939231,6.15336,6.1116776,3.7411847,6.805729,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,4600371.5
Colorado,2006,6,0.0,0.0,0.0,0,0,0,171,0.39659685,4,12,3.5974424,80.363914,265.43234,681.9993,2325.0837,434.7646,3.5974424,0.2524521,0.10518838,0.27348977,4753377,346.5115432670289,4.3,60230,0.34211466,5.026784,0.6705969,10.396587,472.94797,470.2949,11.346291278810833,46.65676,923.19073,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2802231,1.2802231,5.1416636,4.386565,5.58136,6.5250287,7.751511,6.074805,-0.924835,-2.2520025,-1.296491,-1.3765337,-0.924835,15.374366,5.847916,11.005926,6.1589856,6.15336,3.8428178,6.827836,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,4600371.5
Colorado,2007,6,0.0,0.0,0.0,0,0,0,155,0.388616,4,6,3.251411,72.60086,238.21306,600.1895,2101.901,348.44638,3.251411,0.272699,0.10488423,0.14683792,4767161,351.48802400422386,3.8,64293,0.34674725,5.0184584,0.6732309,10.395013,479.13214,472.94797,11.506219320052333,46.370983,942.2539,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1790891,1.1790891,5.043425,4.284977,5.4731655,6.3972454,7.6505976,5.853484,-0.9451636,-2.254898,-1.9184259,-1.2993866,-0.9451636,15.377261,5.8621755,11.071206,6.1719766,6.1589856,3.836674,6.8482747,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,4600371.5
Colorado,2008,6,0.0,0.0,0.0,0,0,0,156,0.3576729,4,3,3.2201014,69.5418,237.58568,582.5494,2053.1863,276.94937,3.1375346,0.123850055,0.10320838,0.0825667,4844568,347.99800518849156,5.1,61714,0.34942228,4.9597816,0.6808244,10.31446,480.41437,479.13214,11.163946919518933,49.361908,952.6564,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1434374,1.1694129,5.049856,4.241928,5.470528,6.367414,7.627148,5.6238346,-1.0281364,-2.2710052,-2.4941487,-2.0886836,-1.0281364,15.393369,5.8521967,11.030266,6.174649,6.1719766,3.899179,6.8592544,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,4600371.5
Colorado,2009,6,0.0,0.0,0.0,0,0,0,159,0.3544942,4,7,3.2829459,69.602585,231.72643,549.9864,1963.1398,257.6803,3.241651,0.14453222,0.10323729,0.16517967,4843211,359.98844568200724,7.5,56853,0.35928643,4.9574757,0.7003205,10.394261,470.6588,480.41437,12.774087273918067,56.499203,1002.66864,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1760827,1.1887412,5.0689044,4.2428017,5.4455576,6.3098936,7.5823,5.5517197,-1.0370632,-2.270725,-1.8007215,-1.9342529,-1.0370632,15.393088,5.886072,10.948224,6.1541333,6.174649,4.0342264,6.9104204,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,4600371.5
Colorado,2010,6,0.0,0.0,0.0,0,0,0,120,0.36717752,6,11,2.4143252,63.013885,214.9353,526.18207,1963.4901,226.28262,2.5551608,0.16095501,0.14083563,0.24143252,4970333,343.4578729433219,8.1,60442,0.35100263,5.5242176,0.67178595,11.724405,459.02356,470.6588,12.25443044,59.10912,1021.8414,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9381151,0.88141984,4.787492,4.143355,5.370337,6.2656474,7.582479,5.421785,-1.0019099,-1.9601618,-1.4211652,-1.8266304,-1.0019099,15.418998,5.8390646,11.009439,6.1291018,6.1541333,4.0793853,6.9293613,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,4600371.5
Connecticut,2000,7,0.0,0.0,0.0,0,0,0,98,0.35307932,1,0,2.971835,116.20481,195.59526,528.744,2077.1914,397.22516,2.971835,0.394223,0.060649693,0.030324847,3297626,295.2730236843111,2.3,63523,0.73568076,4.3054004,1.3634657,11.711607,556.61255,567.9105,7.3819165666452164,188.01596,1242.3556,1,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0891795,1.0891795,4.5849676,4.7553544,5.2760477,6.2705045,7.638772,5.9845033,-1.0410626,-2.8026407,-3.4957879,-0.9308385,-1.0410626,15.008714,5.6879005,11.059157,6.3218694,6.341964,5.236527,7.1247644,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3424474.2
Connecticut,2001,7,0.0,0.0,0.0,0,0,0,105,0.38393497,3,3,3.165386,126.10295,197.91199,517.28436,1982.4963,373.15378,3.1955326,0.904396,0.120586134,0.120586134,3317131,296.18968922240333,3.1,65699,0.75972277,4.389667,1.3583727,11.346974,578.6929,556.61255,7.226757098227354,201.18488,1298.6174,1,0,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1617538,1.152275,4.65396,4.8370986,5.2878222,6.248593,7.592112,5.9219904,-0.95728207,-2.115391,-2.115391,-0.10048796,-0.95728207,15.014611,5.691,11.092839,6.3607717,6.3218694,5.3042245,7.1690555,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,3424474.2
Connecticut,2002,7,0.0,0.0,0.0,0,0,0,84,0.34725976,1,2,2.5072045,121.45018,176.51913,510.7235,1932.1891,345.63605,2.477357,0.62680113,0.059695344,0.089543015,3350345,290.74617688626097,4.4,64703,0.7738308,4.479419,1.3517414,10.9357395,618.4438,578.6929,7.9799841508859535,159.65936,1302.208,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90719223,0.9191684,4.4308167,4.7995043,5.1734295,6.2358284,7.566409,5.8453865,-1.0576822,-2.8185012,-2.413036,-0.46712595,-1.0576822,15.024574,5.6724505,11.077563,6.4272065,6.3607717,5.0730424,7.1718163,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,3424474.2
Connecticut,2003,7,0.0,0.0,0.0,0,0,0,112,0.35992402,0,0,3.3222187,124.939156,178.65825,475.87817,1944.9218,337.26453,3.2332308,0.5635907,0.029662667,0.029662667,3371241,284.76160559271796,5.5,65160,0.79036176,4.5726485,1.3481979,10.553087,588.6853,618.4438,8.099420955072627,145.34813,1330.701,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.173482,1.2006328,4.7184987,4.827827,5.185475,6.165162,7.572977,5.8208675,-1.0218624,-3.5178661,-3.5178661,-0.57342696,-1.0218624,15.030791,5.6516523,11.084601,6.3778915,6.4272065,4.9791317,7.1934614,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,3424474.2
Connecticut,2004,7,0.0,0.0,0.0,0,0,0,100,0.3178128,1,2,2.9503024,123.55867,149.58034,470.83878,1969.917,330.8174,2.8617933,0.44254535,0.05900605,0.088509075,3389483,286.2088406993043,4.9,63601,0.8027478,4.687529,1.3385522,10.172524,575.22046,588.6853,9.282212065969944,149.14778,1504.1499,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0514485,1.0819076,4.6051702,4.816716,5.0078335,6.1545157,7.585747,5.8015666,-1.1462928,-2.8301153,-2.4246502,-0.8152123,-1.1462928,15.036188,5.6567216,11.060385,6.3547535,6.3778915,5.0049376,7.3159833,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,3424474.2
