stfips,year,_nfd,post,asmrs,pcinc,asmrh,cases,weight,copop
5,1992.0,,0.0,38.689915,26354.089365890686,6.1267467,0.02142856380208646,937959.7,1248781.0
5,1993.0,,0.0,39.49163,26552.721715301956,5.30259,0.0208724122530475,937959.7,1268800.0
5,1994.0,,0.0,53.22697,27191.416162369107,5.684637,0.019994289066476042,937959.7,1287005.0
5,1995.0,,0.0,45.808216,27758.791364243574,4.812184,0.018210061477139997,937959.7,1306773.0
5,1996.0,,0.0,40.57498,28287.526217957344,4.477706,0.01693292730066085,937959.7,1323703.0
6,1964.0,1970.0,0.0,112.81311,21809.299801242814,2.48242,0.013230507782690505,8837580.0,8837579.6747303
6,1965.0,1970.0,0.0,123.48703,22383.364749558248,2.7796576,0.015291151667229103,8837580.0,9076856.103048801
6,1966.0,1970.0,0.0,127.05441,23276.721557157194,2.8800328,0.01718282804224364,8837580.0,9316132.339010358
6,1967.0,1970.0,0.0,131.78098,23945.53106688182,3.3333793,0.019709619222216555,8837580.0,9555401.918726325
6,1968.0,1970.0,0.0,115.12333,24975.73760143545,2.8622172,0.021797548168925245,8837580.0,9794679.582558155
6,1969.0,1970.0,0.0,128.14378,25867.48689083314,3.3480926,0.027124516546602896,8837580.0,10033973.0
6,1970.0,1970.0,1.0,134.44348,26207.92506039448,3.2120838,0.03636491645156352,8837580.0,10179225.0
6,1971.0,1970.0,1.0,137.556,26347.31495651694,3.7868392,0.04365672115234394,8837580.0,10324487.0
6,1972.0,1970.0,1.0,135.66379,27750.57254980351,3.3423407,0.0427080656289563,8837580.0,10439843.0
6,1973.0,1970.0,1.0,112.53178,28242.385449519435,4.120832,0.040005772914683345,8837580.0,10586218.0
6,1974.0,1970.0,1.0,114.69662,28229.75281608364,4.3447,0.03872416527791253,8837580.0,10739842.0
6,1975.0,1970.0,1.0,111.08791,28334.74298032539,4.6620197,0.04127101357851621,8837580.0,10925396.0
6,1976.0,1970.0,1.0,104.63169,29186.034860283147,4.2519608,0.042071362851695326,8837580.0,11125527.0
6,1977.0,1970.0,1.0,100.7278,29865.979225567407,4.9555836,0.04205635488962191,8837580.0,11335130.0
6,1978.0,1970.0,1.0,84.40091,31176.291184078,4.3764124,0.0411226684650592,8837580.0,11583678.0
6,1979.0,1970.0,1.0,80.795746,31692.782413507797,4.411538,0.03923373318041089,8837580.0,11793342.0
6,1980.0,1970.0,1.0,69.64105,31626.61972260025,4.7750463,0.040360268695760815,8837580.0,12059240.0
6,1981.0,1970.0,1.0,73.34216,31798.561239863004,4.6020923,0.042615901754009124,8837580.0,12290510.0
6,1982.0,1970.0,1.0,74.43253,31369.452874603678,3.8723352,0.0410780801274416,8837580.0,12538867.0
6,1983.0,1970.0,1.0,62.96433,31849.91449133722,3.923842,0.04255912796727676,8837580.0,12792945.0
6,1984.0,1970.0,1.0,66.58502,33376.41576366821,4.28335,0.0420056305274004,8837580.0,13014293.0
6,1985.0,1970.0,1.0,61.408043,34106.334684180125,4.137224,0.04183120269675337,8837580.0,13292428.0
6,1986.0,1970.0,1.0,60.349945,35121.166825664885,4.2249675,0.04192839811348235,8837580.0,13601569.0
6,1987.0,1970.0,1.0,58.9715,35737.00531289647,3.9576333,0.04208340850151068,8837580.0,13918789.0
6,1988.0,1970.0,1.0,53.86119,36557.20682172595,3.9266813,0.04144232033373084,8837580.0,14243974.0
6,1989.0,1970.0,1.0,51.72964,36767.03091872986,3.8362195,0.04191981462663609,8837580.0,14599005.0
6,1990.0,1970.0,1.0,50.863667,36588.650770358174,3.9949949,0.044694906936931594,8837580.0,14958261.0
6,1991.0,1970.0,1.0,48.656155,35858.23004822851,4.379955,0.04942190334736469,8837580.0,15219485.0
6,1992.0,1970.0,1.0,52.30226,36292.58553203963,4.0052886,0.05293617047581748,8837580.0,15475759.0
6,1993.0,1970.0,1.0,48.01072,35914.14790656849,4.316202,0.05584714164831343,8837580.0,15635748.0
6,1994.0,1970.0,1.0,46.33899,36047.35719006356,3.5102417,0.058144810980422026,8837580.0,15754100.0
6,1995.0,1970.0,1.0,42.699703,36769.36535437233,3.546168,0.0576945363875842,8837580.0,15868201.0
6,1996.0,1970.0,1.0,42.37778,37698.24637462932,2.9946332,0.05511384394041857,8837580.0,16038242.0
8,1964.0,1971.0,0.0,111.42776,17747.09974942708,1.903312,0.010611042468017893,976404.25,976404.2221010923
8,1965.0,1971.0,0.0,107.10672,18511.888142775806,2.1255455,0.011283865851328637,976404.25,999679.5556260347
8,1966.0,1971.0,0.0,91.91471,19123.690377950727,2.296035,0.012219615047954643,976404.25,1022938.6619473696
8,1967.0,1971.0,0.0,101.666145,19616.361583626607,2.293539,0.013262423370822876,976404.25,1046188.8911286592
8,1968.0,1971.0,0.0,103.62515,20315.912484130593,3.2045724,0.013605125584486842,976404.25,1069449.8856071234
8,1969.0,1971.0,0.0,90.4826,21358.932182529246,2.6879084,0.014755011900088667,976404.25,1092849.0
8,1970.0,1971.0,0.0,97.627716,22418.70029330563,3.1430552,0.019449969920137672,976404.25,1128108.0
8,1971.0,1971.0,1.0,106.932205,23388.931223395557,2.0564504,0.024306465841671676,976404.25,1163401.0
8,1972.0,1971.0,1.0,101.00241,24613.72205284182,2.986562,0.025308900226897708,976404.25,1211853.0
8,1973.0,1971.0,1.0,101.03717,25485.56659514352,3.6470306,0.024252095761035746,976404.25,1256266.0
8,1974.0,1971.0,1.0,101.9136,25500.008791916076,2.6598558,0.02333476165975701,976404.25,1278886.0
8,1975.0,1971.0,1.0,95.98931,25503.595652699118,3.5762124,0.024177443718417777,976404.25,1301299.0
8,1976.0,1971.0,1.0,97.03187,26078.09275232994,3.3403385,0.02431544396497334,976404.25,1323449.0
8,1977.0,1971.0,1.0,96.30354,26696.59875116828,3.0607183,0.023334429596550556,976404.25,1356122.0
8,1978.0,1971.0,1.0,86.32636,28099.02494912965,3.5008621,0.020932212807068216,976404.25,1391846.0
8,1979.0,1971.0,1.0,73.93958,28594.548359317796,2.837242,0.01894088084342986,976404.25,1434239.0
8,1980.0,1971.0,1.0,71.04447,28870.828218760795,3.1865642,0.019350197745723777,976404.25,1465097.0
8,1981.0,1971.0,1.0,86.413315,29654.593031933797,4.333114,0.019398221525217304,976404.25,1498475.0
8,1982.0,1971.0,1.0,61.912037,29834.108932015646,2.8876543,0.017147729245003872,976404.25,1542211.0
8,1983.0,1971.0,1.0,74.23777,30042.252173274945,2.718964,0.01884585499553883,976404.25,1579556.0
8,1984.0,1971.0,1.0,65.972305,31127.0532336366,3.1439402,0.018495978183364816,976404.25,1598780.0
8,1985.0,1971.0,1.0,76.05564,31417.048363502196,2.8698874,0.017155419657980106,976404.25,1616904.0
8,1986.0,1971.0,1.0,73.901184,31801.136201487014,3.0433085,0.018141760373441652,976404.25,1631241.0
8,1987.0,1971.0,1.0,61.43783,31689.556066035893,3.5238059,0.019362183552907624,976404.25,1642876.0
8,1988.0,1971.0,1.0,74.62379,32331.392882123288,3.6362295,0.020220584881390773,976404.25,1644265.0
8,1989.0,1971.0,1.0,51.64869,33388.66111774783,3.083297,0.020657531742640393,976404.25,1652194.0
8,1990.0,1971.0,1.0,57.927933,33386.888368185704,1.5856574,0.02154051613220262,976404.25,1668681.0
8,1991.0,1971.0,1.0,60.699646,33330.27085249257,3.183907,0.02347441508383971,976404.25,1705914.0
8,1992.0,1971.0,1.0,70.49518,34259.67487892189,3.3361692,0.024006979046543548,976404.25,1756878.0
8,1993.0,1971.0,1.0,64.72041,35033.38538222306,3.1527953,0.02346257839439457,976404.25,1813480.0
8,1994.0,1971.0,1.0,62.835842,35869.62550161848,2.4426794,0.02195660190525172,976404.25,1866595.0
8,1995.0,1971.0,1.0,59.39911,37046.130452857105,2.5974581,0.019679105158311557,976404.25,1914916.0
8,1996.0,1971.0,1.0,53.066704,37986.73106127138,3.022275,0.01763085497862009,976404.25,1959472.0
9,1964.0,1973.0,0.0,52.515102,21505.764980200936,1.1045877,0.01022719335174476,1407318.4,1407318.3298339844
9,1965.0,1973.0,0.0,61.89867,22294.365287333363,1.4465458,0.010105669489791221,1407318.4,1436396.6696777344
9,1966.0,1973.0,0.0,51.48725,23400.14001716333,1.7587868,0.009116498074304131,1407318.4,1465474.9983062744
9,1967.0,1973.0,0.0,55.066105,24678.067373341095,1.9309436,0.009534621231298975,1407318.4,1494553.3392791748
9,1968.0,1973.0,0.0,55.25052,24998.86328439974,1.1740633,0.011420082897394922,1407318.4,1523631.6720581055
9,1969.0,1973.0,0.0,63.96929,27095.584001561318,2.1547713,0.01319735602054902,1407318.4,1552710.0
9,1970.0,1973.0,0.0,47.788067,27231.75459356333,2.177086,0.01536687904385947,1407318.4,1564512.0
9,1971.0,1973.0,0.0,53.13208,27272.758073031833,1.498662,0.018689962786602163,1407318.4,1576314.0
9,1972.0,1973.0,0.0,47.559387,28467.286434868307,1.7221937,0.020316403076525925,1407318.4,1580484.0
9,1973.0,1973.0,1.0,54.08969,29138.236132515965,2.058589,0.021827707739759547,1407318.4,1581522.0
9,1974.0,1973.0,1.0,38.02047,28855.494138546666,2.411515,0.023150284547361448,1407318.4,1586262.0
9,1975.0,1973.0,1.0,53.04802,28548.048600899972,2.1506293,0.025351434780724914,1407318.4,1592543.0
9,1976.0,1973.0,1.0,44.133053,29127.32521007388,1.7257315,0.02669333960931984,1407318.4,1593375.0
9,1977.0,1973.0,1.0,35.19816,30141.877417027612,2.6402633,0.027626013744068305,1407318.4,1596228.0
9,1978.0,1973.0,1.0,54.128548,31363.57496332984,2.5284827,0.028279542414809872,1407318.4,1600518.0
9,1979.0,1973.0,1.0,37.264015,32134.966151023018,2.2035189,0.028782552509409053,1407318.4,1604395.0
9,1980.0,1973.0,1.0,33.974567,32759.173112532346,1.9049116,0.03011413687578877,1407318.4,1612742.0
9,1981.0,1973.0,1.0,39.108883,33424.1009771743,2.3164465,0.03030302562684457,1407318.4,1620072.0
9,1982.0,1973.0,1.0,32.448936,33926.07470757393,2.6711946,0.026828956881566602,1407318.4,1625175.0
9,1983.0,1973.0,1.0,26.609795,34542.783568789986,1.7037345,0.026891343410885393,1407318.4,1636707.0
9,1984.0,1973.0,1.0,32.189007,36957.72074600103,2.8232858,0.026322232980772988,1407318.4,1645203.0
9,1985.0,1973.0,1.0,24.267166,38095.51053504957,1.6820135,0.02493959011069677,1407318.4,1655634.0
9,1986.0,1973.0,1.0,29.373531,40026.25722405892,2.8667197,0.02396000715766314,1407318.4,1665348.0
9,1987.0,1973.0,1.0,30.06876,42018.86302650529,2.5208135,0.022815585994559465,1407318.4,1676796.0
9,1988.0,1973.0,1.0,27.915848,44371.04636582796,1.9853793,0.022227629167412055,1407318.4,1688158.0
9,1989.0,1973.0,1.0,31.198538,46010.17919432674,2.5664527,0.02321047199408332,1407318.4,1693291.0
9,1990.0,1973.0,1.0,30.569002,44986.46481563075,2.0168226,0.026581172302741315,1407318.4,1696837.0
9,1991.0,1973.0,1.0,27.535404,43585.106627652895,1.800995,0.031092891361685675,1407318.4,1702975.0
9,1992.0,1973.0,1.0,26.254032,45777.36425746908,1.9824327,0.03282617994035332,1407318.4,1702805.0
9,1993.0,1973.0,1.0,33.371082,46092.195834439495,2.799786,0.033810260399034606,1407318.4,1707354.0
9,1994.0,1973.0,1.0,35.65055,46225.56069300028,2.7934747,0.03498395305232912,1407318.4,1711125.0
9,1995.0,1973.0,1.0,30.807703,47442.02596296913,1.9339001,0.0353360155733944,1407318.4,1715233.0
9,1996.0,1973.0,1.0,30.565727,48270.190244703925,2.3475807,0.03337277883127104,1407318.4,1721785.0
10,1964.0,,0.0,56.489643,21479.93222947397,2.804845,0.010267247822535411,247502.22,247502.2236328125
10,1965.0,,0.0,61.092968,22764.791016236322,2.2795749,0.010666547019914905,247502.22,253088.7763671875
10,1966.0,,0.0,107.968094,22850.927870136024,5.7425103,0.011223528678740007,247502.22,258675.33135986328
10,1967.0,,0.0,61.778046,23285.047511877558,3.6609423,0.01324443721153476,247502.22,264261.88928222656
10,1968.0,,0.0,82.929504,24039.147441381618,3.820873,0.015873107509481857,247502.22,269848.4421386719
10,1969.0,,0.0,65.414856,25054.287452648266,2.1864426,0.017275703281475967,247502.22,275435.0
10,1970.0,,0.0,43.781677,24994.106541689136,3.9467514,0.021174544304932312,247502.22,282572.0
10,1971.0,,0.0,55.985764,25523.013164211323,4.639821,0.02669460274505337,247502.22,289709.0
10,1972.0,,0.0,47.52161,26803.135701738396,1.4175742,0.03077668572101801,247502.22,294246.0
10,1973.0,,0.0,69.34623,27651.30871022276,3.4679027,0.030191766014514204,247502.22,297272.0
10,1974.0,,0.0,56.70048,27049.663476405047,5.3385673,0.030429424379132076,247502.22,299688.0
10,1975.0,,0.0,81.03278,26674.837423854096,7.2166777,0.033675096306517154,247502.22,302939.0
10,1976.0,,0.0,56.368828,27310.9954067246,3.0899062,0.033441116312795595,247502.22,305243.0
10,1977.0,,0.0,44.25637,27531.190780335404,2.677301,0.034834092613759096,247502.22,307089.0
10,1978.0,,0.0,72.63562,28131.315255897207,3.2129276,0.03530550099185482,247502.22,309017.0
10,1979.0,,0.0,33.097824,28164.156188136312,5.6188955,0.03653946525905718,247502.22,309745.0
10,1980.0,,0.0,65.18266,28655.98788015541,4.0945005,0.03828516609095395,247502.22,308024.0
10,1981.0,,0.0,40.57049,28758.24474161311,5.31516,0.037351069426574755,247502.22,308561.0
10,1982.0,,0.0,82.207726,29073.291174751044,1.4688263,0.03209072672974838,247502.22,310074.0
10,1983.0,,0.0,34.925343,29538.297830057585,2.7501488,0.029812043919925747,247502.22,313176.0
10,1984.0,,0.0,49.174343,30946.094227478774,3.6019266,0.029989899692773533,247502.22,316162.0
10,1985.0,,0.0,20.728216,32259.230312640368,2.560175,0.02742050284967631,247502.22,319393.0
10,1986.0,,0.0,43.372696,33218.29557086818,3.8543882,0.025098192314972553,247502.22,324024.0
10,1987.0,,0.0,69.49769,34194.567634293446,2.8553774,0.023580431399522383,247502.22,328574.0
10,1988.0,,0.0,59.85845,35475.57748149226,4.73974,0.022454610234853112,247502.22,333996.0
10,1989.0,,0.0,36.40713,37244.29268426542,4.3894086,0.022388910343146936,247502.22,339223.0
10,1990.0,,0.0,44.698715,36631.227398046634,3.8153331,0.024512916873272846,247502.22,344859.0
10,1991.0,,0.0,56.240463,36653.76467159406,3.6159098,0.02777730375426621,247502.22,351600.0
10,1992.0,,0.0,63.787224,36733.47703803914,3.8040063,0.030515059361778122,247502.22,357441.0
10,1993.0,,0.0,47.360916,36635.34066629006,2.415916,0.03155551335646944,247502.22,363357.0
10,1994.0,,0.0,32.917614,36718.44753091653,2.1302195,0.030881025260070003,247502.22,368843.0
10,1995.0,,0.0,39.746185,37336.35979937628,4.4422846,0.028078476322488638,247502.22,375145.0
10,1996.0,,0.0,35.169647,38305.812608617896,4.5189753,0.027203642631699082,247502.22,381153.0
11,1964.0,1977.0,0.0,45.422943,24560.487753664915,7.104396,0.009930197752449523,406369.88,406369.8864746094
11,1965.0,1977.0,0.0,34.125793,26076.84243189092,7.4556456,0.011021703324732174,406369.88,406516.1135253906
11,1966.0,1977.0,0.0,33.764233,26596.678131322242,7.7001343,0.011697665633204186,406369.88,406662.3332519531
11,1967.0,1977.0,0.0,44.12886,27692.274142542366,6.24621,0.012741455944362604,406369.88,406808.55908203125
11,1968.0,1977.0,0.0,41.939713,28456.152887561406,6.309176,0.01466174386394049,406369.88,406954.7744140625
11,1969.0,1977.0,0.0,36.694057,27040.264311888877,9.734733,0.019712552904561767,406369.88,407101.0
11,1970.0,1977.0,0.0,49.98028,28862.493386084858,10.291583,0.03138549549103978,406369.88,404380.0
11,1971.0,1977.0,0.0,80.46631,30969.47347288095,14.801566,0.05145824360133015,406369.88,401659.0
11,1972.0,1977.0,0.0,77.85341,32939.384717704146,15.58503,0.0671503275533741,406369.88,397696.0
11,1973.0,1977.0,0.0,65.60199,33054.11953035646,15.126056,0.07581787945037005,406369.88,392458.0
11,1974.0,1977.0,0.0,46.97191,33193.687333877584,13.783506,0.07828322740396615,406369.88,385949.0
11,1975.0,1977.0,0.0,51.51691,33779.8537309929,15.337993,0.08427111900333785,406369.88,380684.0
11,1976.0,1977.0,0.0,82.02641,34506.59691049821,7.6688333,0.08353296996786164,406369.88,373178.0
11,1977.0,1977.0,1.0,52.612167,35559.82815182743,6.9641223,0.08651702539574081,406369.88,365875.0
11,1978.0,1977.0,1.0,39.173416,36090.87587410045,6.7792253,0.08830857177794081,406369.88,359832.0
11,1979.0,1977.0,1.0,29.747572,35536.83303830681,8.961732,0.08830821412352408,406369.88,352320.0
11,1980.0,1977.0,1.0,38.04896,34698.04085969947,8.830582,0.0889657570065062,406369.88,342289.0
11,1981.0,1977.0,1.0,33.11794,34104.84116522866,11.066281,0.08256643450059918,406369.88,341853.0
11,1982.0,1977.0,1.0,40.163757,34453.84918783856,9.561554,0.07447007005006935,406369.88,340328.0
11,1983.0,1977.0,1.0,33.878014,34558.12130967052,5.5651016,0.06799525863675508,406369.88,339846.0
11,1984.0,1977.0,1.0,39.38111,36200.21792952641,9.607342,0.0680229594337588,406369.88,340020.0
11,1985.0,1977.0,1.0,22.403717,37015.32064376366,4.532656,0.06520955367648427,406369.88,340239.0
11,1986.0,1977.0,1.0,46.31595,37989.46540826287,8.261772,0.06115696671751612,406369.88,341531.0
11,1987.0,1977.0,1.0,11.328102,38781.29020487613,9.677804,0.05737838959980885,406369.88,340404.0
11,1988.0,1977.0,1.0,19.082958,41527.10715228248,12.334919,0.05451051900072463,406369.88,336724.0
11,1989.0,1977.0,1.0,18.342953,42848.09656049753,11.545317,0.05393573610164896,406369.88,333199.0
