store_id,sheet,wave,fte_employment,treated_state,treated_post,chain,co_owned,wage_start
026,515,2,17.5,0,0,3,1,4.75
027,37,1,32.5,0,0,1,0,4.25
027,37,2,25.5,0,0,1,0,4.25
028,39,1,19.0,0,0,1,0,4.25
028,39,2,15.5,0,0,1,0,
029,40,1,27.0,0,0,1,0,4.25
029,40,2,25.5,0,0,1,0,4.25
030,41,1,19.5,0,0,1,0,4.25
030,41,2,27.0,0,0,1,0,4.25
031,42,1,24.0,0,0,1,0,4.5
031,42,2,16.0,0,0,1,0,4.25
032,45,1,18.0,0,0,1,0,4.25
032,45,2,19.0,0,0,1,0,4.25
033,47,1,,0,0,1,0,4.5
033,47,2,24.5,0,0,1,0,4.25
034,48,1,19.0,0,0,1,0,4.25
034,48,2,25.0,0,0,1,0,4.38
035,50,1,14.0,0,0,2,0,4.5
035,50,2,17.0,0,0,2,0,4.75
036,51,1,10.5,0,0,2,0,4.25
036,51,2,16.5,0,0,2,0,4.25
037,57,1,38.0,0,0,4,1,4.67
037,57,2,20.0,0,0,4,1,4.5
038,58,1,23.5,0,0,4,1,4.75
038,58,2,18.0,0,0,4,1,4.5
039,59,1,10.5,0,0,4,0,4.25
039,59,2,12.0,0,0,4,0,4.25
040,60,1,25.0,0,0,4,0,4.25
040,60,2,25.0,0,0,4,0,4.25
041,407,1,11.0,0,0,2,1,4.75
041,407,2,11.0,0,0,2,1,4.25
042,430,1,36.5,0,0,1,0,4.25
042,430,2,27.0,0,0,1,0,4.25
043,432,1,52.5,0,0,1,0,4.5
043,432,2,34.0,0,0,1,0,5.05
044,433,1,29.0,0,0,1,0,4.25
044,433,2,25.0,0,0,1,0,
045,434,1,45.0,0,0,1,0,4.25
045,434,2,37.5,0,0,1,0,4.25
046,435,1,22.75,0,0,1,0,4.25
046,435,2,21.0,0,0,1,0,4.25
047,438,1,7.5,0,0,2,0,4.25
047,438,2,9.5,0,0,2,0,4.25
048,440,1,15.5,0,0,4,0,4.25
048,440,2,18.0,0,0,4,0,
049,441,1,38.0,0,0,4,0,4.25
049,441,2,18.0,0,0,4,0,4.25
050,443,1,17.5,0,0,4,0,4.25
050,443,2,19.0,0,0,4,0,4.35
051,444,1,25.0,0,0,4,0,4.25
051,444,2,31.5,0,0,4,0,4.5
052,446,1,,0,0,1,0,4.5
052,446,2,23.0,0,0,1,0,5.0
053,448,1,21.0,0,0,1,0,4.75
053,448,2,24.5,0,0,1,0,4.5
054,449,1,15.5,0,0,1,0,4.87
054,449,2,27.5,0,0,1,0,5.0
055,450,1,15.5,0,0,1,0,4.75
055,450,2,34.5,0,0,1,0,4.75
056,454,1,8.5,0,0,2,1,4.5
056,454,2,14.0,0,0,2,1,5.0
057,459,1,18.0,0,0,3,1,4.25
057,459,2,15.0,0,0,3,1,4.35
058,466,1,20.75,0,0,4,0,4.75
058,466,2,23.0,0,0,4,0,
059,471,1,39.0,0,0,1,0,4.25
059,471,2,26.5,0,0,1,0,4.25
060,472,1,41.5,0,0,1,0,4.25
060,472,2,23.5,0,0,1,0,4.9
061,473,1,22.5,0,0,1,0,4.75
061,473,2,35.5,0,0,1,0,4.5
062,475,1,32.0,0,0,1,0,4.5
062,475,2,21.0,0,0,1,0,4.5
063,476,1,24.0,0,0,1,0,4.25
063,476,2,23.0,0,0,1,0,4.75
064,477,1,26.0,0,0,1,0,4.25
064,477,2,20.0,0,0,1,0,6.25
065,478,1,48.5,0,0,1,0,4.5
065,478,2,27.0,0,0,1,0,4.35
066,485,1,8.5,0,0,2,1,4.5
066,485,2,13.0,0,0,2,1,4.5
067,491,1,18.5,0,0,3,0,4.5
067,491,2,0.0,0,0,3,0,
068,492,1,13.0,0,0,3,1,4.5
068,492,2,13.5,0,0,3,1,4.5
069,497,1,22.5,0,0,4,1,4.5
069,497,2,,0,0,4,1,
070,498,1,28.0,0,0,4,1,4.75
070,498,2,26.75,0,0,4,1,5.0
071,501,1,24.5,0,0,1,0,4.25
071,501,2,43.5,0,0,1,0,4.75
072,503,1,18.5,0,0,1,0,4.75
072,503,2,41.25,0,0,1,0,4.5
073,510,1,23.5,0,0,3,1,4.25
073,510,2,14.25,0,0,3,1,
074,511,1,15.0,0,0,3,1,4.75
074,511,2,12.5,0,0,3,1,4.75
075,514,1,18.0,0,0,3,0,4.5
075,514,2,34.0,0,0,3,0,4.25
076,516,1,20.25,0,0,3,1,4.75
076,516,2,10.0,0,0,3,1,4.91
077,521,1,15.5,0,0,1,0,4.25
077,521,2,14.0,0,0,1,0,4.4
078,522,1,21.0,0,0,1,0,4.35
078,522,2,17.5,0,0,1,0,4.25
079,113,1,15.0,1,0,1,0,
079,113,2,27.0,1,1,1,0,5.05
080,123,1,15.0,1,0,1,0,
080,123,2,21.5,1,1,1,0,5.05
081,135,1,24.0,1,0,3,0,
081,135,2,23.0,1,1,3,0,5.05
082,138,1,19.25,1,0,3,1,
082,138,2,21.5,1,1,3,1,5.05
083,153,1,21.5,1,0,1,0,
083,153,2,34.5,1,1,1,0,5.05
084,181,1,9.5,1,0,2,0,
084,181,2,10.5,1,1,2,0,5.05
085,191,1,44.0,1,0,4,0,
085,191,2,16.5,1,1,4,0,5.05
086,231,1,,1,0,1,0,
086,231,2,23.0,1,1,1,0,5.05
087,236,1,21.0,1,0,1,0,
087,236,2,38.0,1,1,1,0,5.05
088,254,1,28.0,1,0,4,0,
088,254,2,36.0,1,1,4,0,5.25
089,255,1,10.0,1,0,4,0,
089,255,2,16.0,1,1,4,0,
090,294,1,20.5,1,0,1,0,
090,294,2,20.5,1,1,1,0,5.05
091,306,1,25.5,1,0,3,1,
091,306,2,19.0,1,1,3,1,5.05
092,311,1,19.0,1,0,4,0,
092,311,2,53.0,1,1,4,0,5.05
093,315,1,16.5,1,0,1,0,
093,315,2,16.5,1,1,1,0,5.05
094,335,1,17.0,1,0,1,1,
094,335,2,16.5,1,1,1,1,5.05
095,372,1,27.5,1,0,1,1,
095,372,2,45.0,1,1,1,1,5.05
096,6,1,5.0,1,0,3,1,5.0
096,6,2,8.0,1,1,3,1,5.05
097,14,1,16.0,1,0,2,0,5.12
097,14,2,15.5,1,1,2,0,5.05
098,26,1,41.5,1,0,1,0,5.56
098,26,2,24.0,1,1,1,0,5.05
099,27,1,13.0,1,0,2,1,5.0
099,27,2,7.5,1,1,2,1,5.05
100,30,1,10.0,1,0,2,0,5.0
100,30,2,7.5,1,1,2,0,5.05
101,31,1,15.0,1,0,2,0,5.25
101,31,2,18.5,1,1,2,0,5.05
102,33,1,26.0,1,0,3,0,5.0
102,33,2,16.5,1,1,3,0,5.05
103,36,1,18.0,1,0,4,0,5.5
103,36,2,33.5,1,1,4,0,5.05
104,77,1,35.0,1,0,3,0,5.0
104,77,2,37.0,1,1,3,0,5.05
105,78,1,21.0,1,0,3,1,5.0
105,78,2,18.0,1,1,3,1,5.05
106,81,1,34.5,1,0,4,0,5.0
106,81,2,26.5,1,1,4,0,5.05
107,82,1,18.25,1,0,4,0,5.0
107,82,2,33.0,1,1,4,0,5.05
108,83,1,24.5,1,0,4,0,5.0
108,83,2,,1,1,4,0,5.05
109,85,1,20.0,1,0,1,0,5.5
109,85,2,20.5,1,1,1,0,5.05
110,89,1,16.0,1,0,1,1,5.0
110,89,2,24.5,1,1,1,1,5.5
111,94,1,17.5,1,0,2,0,5.0
111,94,2,16.0,1,1,2,0,5.05
112,103,1,20.5,1,0,4,0,5.0
112,103,2,,1,1,4,0,5.05
113,112,1,20.0,1,0,4,0,5.0
113,112,2,23.5,1,1,4,0,5.05
114,128,1,12.25,1,0,2,1,5.0
114,128,2,13.0,1,1,2,1,5.05
115,129,1,33.0,1,0,3,0,5.25
115,129,2,20.0,1,1,3,0,5.05
116,131,1,31.5,1,0,3,0,5.5
116,131,2,22.0,1,1,3,0,5.05
117,139,1,,1,0,4,0,5.5
117,139,2,28.5,1,1,4,0,5.5
118,143,1,18.0,1,0,4,0,5.37
118,143,2,,1,1,4,0,
119,144,1,28.0,1,0,4,0,5.05
119,144,2,25.5,1,1,4,0,5.05
120,145,1,16.5,1,0,1,0,5.0
120,145,2,18.0,1,1,1,0,5.28
121,147,1,14.75,1,0,1,0,5.12
121,147,2,9.0,1,1,1,0,5.25
122,148,1,23.5,1,0,1,0,5.25
122,148,2,26.5,1,1,1,0,5.05
123,151,1,10.0,1,0,1,0,5.0
123,151,2,0.0,1,1,1,0,
124,152,1,46.5,1,0,1,0,5.12
124,152,2,23.75,1,1,1,0,5.05
125,157,1,15.5,1,0,2,0,5.0
125,157,2,18.0,1,1,2,0,5.5
126,161,1,24.5,1,0,3,1,5.0
126,161,2,36.0,1,1,3,1,5.05
127,163,1,24.0,1,0,3,1,5.0
127,163,2,21.0,1,1,3,1,5.05
128,164,1,23.0,1,0,3,1,5.0
128,164,2,15.5,1,1,3,1,5.05
129,165,1,28.0,1,0,4,0,5.0
129,165,2,22.5,1,1,4,0,5.05
130,169,1,32.5,1,0,1,1,5.0
130,169,2,27.0,1,1,1,1,5.05
131,170,1,23.0,1,0,1,1,5.0
131,170,2,34.0,1,1,1,1,5.05
132,187,1,17.0,1,0,3,0,5.62
132,187,2,16.75,1,1,3,0,5.05
133,190,1,30.0,1,0,3,1,5.0
133,190,2,26.0,1,1,3,1,5.05
134,196,1,21.5,1,0,4,1,5.0
134,196,2,18.0,1,1,4,1,5.05
135,197,1,32.0,1,0,1,0,5.0
135,197,2,20.5,1,1,1,0,5.05
136,234,1,8.0,1,0,1,0,5.0
136,234,2,15.0,1,1,1,0,5.05
137,240,1,35.5,1,0,3,1,5.1
137,240,2,25.5,1,1,3,1,5.05
138,241,1,31.5,1,0,3,0,5.0
138,241,2,,1,1,3,0,5.05
139,242,1,33.0,1,0,3,1,5.25
139,242,2,20.0,1,1,3,1,5.05
140,245,1,22.0,1,0,3,0,5.5
140,245,2,18.0,1,1,3,0,5.05
141,259,1,23.0,1,0,1,0,5.0
141,259,2,26.5,1,1,1,0,5.05
142,268,1,23.0,1,0,1,1,5.0
142,268,2,23.25,1,1,1,1,5.05
143,271,1,8.5,1,0,2,1,5.0
143,271,2,10.5,1,1,2,1,5.05
144,272,1,12.5,1,0,2,1,5.05
144,272,2,12.0,1,1,2,1,5.25
145,274,1,9.5,1,0,2,1,5.5
145,274,2,9.5,1,1,2,1,5.05
146,276,1,13.0,1,0,2,1,5.0
146,276,2,15.5,1,1,2,1,5.05
147,296,1,17.0,1,0,1,1,5.3
147,296,2,14.5,1,1,1,1,5.05
148,299,1,9.0,1,0,2,1,5.0
148,299,2,14.0,1,1,2,1,5.05
149,301,1,19.0,1,0,2,1,5.0
149,301,2,6.5,1,1,2,1,5.05
150,320,1,11.5,1,0,2,0,5.0
150,320,2,10.0,1,1,2,0,5.05
151,321,1,13.0,1,0,2,0,5.0
151,321,2,11.5,1,1,2,0,5.05
152,324,1,48.0,1,0,3,0,5.25
152,324,2,46.5,1,1,3,0,5.05
153,326,1,45.5,1,0,3,1,5.15
153,326,2,26.5,1,1,3,1,5.05
154,330,1,15.0,1,0,4,0,5.42
154,330,2,16.0,1,1,4,0,5.67
155,334,1,18.0,1,0,1,0,5.0
155,334,2,13.0,1,1,1,0,5.05
156,349,1,21.0,1,0,3,1,5.0
156,349,2,14.0,1,1,3,1,5.05
157,354,1,20.5,1,0,4,0,5.06
157,354,2,15.5,1,1,4,0,5.05
158,356,1,20.5,1,0,4,0,5.05
158,356,2,18.0,1,1,4,0,5.05
159,357,1,17.5,1,0,4,0,5.0
159,357,2,27.0,1,1,4,0,5.25
160,371,1,27.5,1,0,1,0,5.0
160,371,2,27.0,1,1,1,0,5.25
161,373,1,24.0,1,0,1,1,5.0
161,373,2,29.5,1,1,1,1,5.05
162,375,1,34.0,1,0,1,0,5.25
162,375,2,16.5,1,1,1,0,5.5
163,378,1,18.0,1,0,1,1,5.0
163,378,2,31.5,1,1,1,1,5.05
164,381,1,24.0,1,0,1,0,5.0
164,381,2,27.5,1,1,1,0,5.05
165,403,1,,1,0,3,1,5.05
165,403,2,25.5,1,1,3,1,5.05
166,406,1,33.5,1,0,4,1,5.0
166,406,2,32.0,1,1,4,1,5.5
167,407,1,12.0,1,0,4,1,5.75
167,407,2,14.5,1,1,4,1,5.5
168,409,1,35.0,1,0,1,0,5.0
168,409,2,10.5,1,1,1,0,5.05
169,1,1,35.0,1,0,1,0,4.5
169,1,2,44.0,1,1,1,0,5.05
170,2,1,16.0,1,0,1,0,4.75
170,2,2,15.5,1,1,1,0,5.25
171,3,1,15.5,1,0,2,0,4.25
171,3,2,10.5,1,1,2,0,5.05
172,4,1,19.0,1,0,3,0,4.75
172,4,2,24.0,1,1,3,0,5.05
173,5,1,24.0,1,0,3,0,4.5
173,5,2,29.0,1,1,3,0,5.15
174,8,1,,1,0,4,0,4.8
174,8,2,30.5,1,1,4,0,5.05
175,9,1,36.0,1,0,1,0,4.37
175,9,2,20.0,1,1,1,0,5.05
176,10,1,29.0,1,0,1,0,4.25
176,10,2,26.5,1,1,1,0,5.05
177,11,1,29.0,1,0,1,0,4.25
177,11,2,27.0,1,1,1,0,5.05
178,12,1,21.25,1,0,1,0,4.37
178,12,2,26.5,1,1,1,0,5.05
179,13,1,15.5,1,0,2,0,4.5
179,13,2,10.5,1,1,2,0,5.0
180,15,1,19.5,1,0,3,0,4.6
180,15,2,18.0,1,1,3,0,5.05
181,16,1,21.0,1,0,3,0,4.5
181,16,2,18.5,1,1,3,0,5.05
182,17,1,14.0,1,0,3,0,4.37
182,17,2,25.5,1,1,3,0,5.05
183,18,1,30.5,1,0,3,0,4.25
183,18,2,32.0,1,1,3,0,5.05
184,19,1,23.5,1,0,1,0,4.25
184,19,2,33.0,1,1,1,0,5.05
185,21,1,14.0,1,0,2,0,4.45
185,21,2,7.5,1,1,2,0,5.05
186,22,1,14.5,1,0,3,0,4.35
186,22,2,12.5,1,1,3,0,5.05
187,23,1,15.5,1,0,1,0,4.5
187,23,2,24.0,1,1,1,0,5.05
188,24,1,26.5,1,0,1,0,4.75
188,24,2,29.0,1,1,1,0,5.05
189,28,1,8.0,1,0,2,0,4.5
189,28,2,10.0,1,1,2,0,
190,29,1,5.5,1,0,2,0,4.5
190,29,2,9.5,1,1,2,0,5.05
191,32,1,23.25,1,0,3,0,4.5
191,32,2,17.5,1,1,3,0,5.05
192,34,1,15.5,1,0,3,1,4.95
192,34,2,17.5,1,1,3,1,5.05
193,35,1,32.25,1,0,4,0,4.5
193,35,2,25.0,1,1,4,0,5.05
194,38,1,30.0,1,0,1,0,4.25
194,38,2,26.0,1,1,1,0,5.05
195,63,1,,1,0,1,1,4.25
195,63,2,24.0,1,1,1,1,5.05
196,64,1,30.5,1,0,1,0,4.5
196,64,2,22.5,1,1,1,0,5.05
197,65,1,14.0,1,0,1,0,4.8
197,65,2,,1,1,1,0,5.05
198,66,1,27.0,1,0,1,0,4.25
198,66,2,35.0,1,1,1,0,5.05
199,67,1,18.5,1,0,1,0,4.5
199,67,2,17.75,1,1,1,0,5.05
200,68,1,38.0,1,0,1,0,4.25
200,68,2,24.5,1,1,1,0,5.05
201,69,1,16.5,1,0,1,0,4.25
201,69,2,16.5,1,1,1,0,5.05
202,70,1,50.0,1,0,1,0,4.5
202,70,2,30.0,1,1,1,0,5.05
203,71,1,20.5,1,0,1,0,4.75
203,71,2,39.0,1,1,1,0,5.05
204,73,1,6.5,1,0,2,0,4.25
204,73,2,17.0,1,1,2,0,5.05
205,75,1,13.5,1,0,2,0,4.25
205,75,2,12.5,1,1,2,0,5.05
206,76,1,28.0,1,0,3,1,4.25
206,76,2,38.5,1,1,3,1,5.05
207,79,1,21.5,1,0,3,1,4.5
207,79,2,20.0,1,1,3,1,5.05
208,80,1,,1,0,4,0,4.25
208,80,2,21.0,1,1,4,0,5.05
209,84,1,24.0,1,0,1,0,4.5
209,84,2,32.0,1,1,1,0,5.05
210,86,1,20.5,1,0,1,0,4.25
210,86,2,19.0,1,1,1,0,5.05
211,87,1,,1,0,1,0,4.5
211,87,2,20.0,1,1,1,0,5.05
212,88,1,23.5,1,0,1,0,4.25
212,88,2,26.5,1,1,1,0,5.05
213,91,1,23.0,1,0,1,1,4.25
213,91,2,19.0,1,1,1,1,5.05
214,92,1,17.0,1,0,1,1,4.25
214,92,2,20.0,1,1,1,1,5.05
215,93,1,20.5,1,0,1,1,4.25
215,93,2,22.5,1,1,1,1,5.05
216,95,1,23.5,1,0,2,0,4.25
216,95,2,10.0,1,1,2,0,5.05
217,96,1,9.5,1,0,2,0,4.25
217,96,2,12.5,1,1,2,0,5.05
218,97,1,10.0,1,0,2,0,4.25
218,97,2,11.0,1,1,2,0,5.05
219,98,1,14.0,1,0,2,0,4.25
219,98,2,12.5,1,1,2,0,5.05
220,99,1,85.0,1,0,3,1,4.75
220,99,2,59.0,1,1,3,1,5.05
221,101,1,15.0,1,0,3,0,4.75
221,101,2,19.0,1,1,3,0,5.05
222,102,1,21.5,1,0,3,0,4.4
222,102,2,15.5,1,1,3,0,5.05
223,104,1,53.0,1,0,4,0,4.62
223,104,2,19.0,1,1,4,0,5.05
224,105,1,24.0,1,0,1,0,4.25
224,105,2,26.5,1,1,1,0,5.05
225,106,1,20.5,1,0,1,0,4.25
225,106,2,17.5,1,1,1,0,5.05
226,107,1,14.5,1,0,1,1,4.25
226,107,2,20.5,1,1,1,1,5.05
227,108,1,25.0,1,0,1,0,4.25
227,108,2,28.0,1,1,1,0,5.05
228,111,1,27.0,1,0,3,0,4.25
228,111,2,30.25,1,1,3,0,5.05
229,114,1,22.5,1,0,1,0,4.75
229,114,2,44.0,1,1,1,0,5.25
230,115,1,36.5,1,0,1,0,4.75
230,115,2,17.5,1,1,1,0,5.05
231,116,1,17.25,1,0,1,0,4.25
231,116,2,31.0,1,1,1,0,5.05
232,118,1,21.5,1,0,1,0,4.25
232,118,2,31.0,1,1,1,0,5.05
233,119,1,24.5,1,0,1,0,4.75
233,119,2,28.5,1,1,1,0,5.05
234,120,1,19.0,1,0,1,1,4.5
234,120,2,19.0,1,1,1,1,5.05
235,122,1,25.0,1,0,1,0,4.25
235,122,2,41.0,1,1,1,0,5.05
236,124,1,16.0,1,0,1,0,4.25
236,124,2,28.0,1,1,1,0,5.05
237,125,1,19.0,1,0,2,0,4.5
237,125,2,9.5,1,1,2,0,5.05
238,130,1,22.75,1,0,3,1,4.5
238,130,2,25.0,1,1,3,1,5.05
239,132,1,35.0,1,0,3,1,4.5
239,132,2,28.0,1,1,3,1,5.5
240,133,1,16.0,1,0,3,1,4.75
240,133,2,16.0,1,1,3,1,5.05
241,134,1,21.0,1,0,3,0,4.62
241,134,2,22.75,1,1,3,0,5.05
242,136,1,26.75,1,0,3,1,4.25
242,136,2,,1,1,3,1,
243,137,1,30.5,1,0,3,1,4.25
243,137,2,32.0,1,1,3,1,5.05
244,140,1,23.0,1,0,4,0,4.5
244,140,2,27.5,1,1,4,0,5.67
245,141,1,21.5,1,0,4,0,4.75
245,141,2,25.5,1,1,4,0,5.05
246,142,1,36.5,1,0,4,0,4.25
246,142,2,60.5,1,1,4,0,5.05
247,146,1,23.0,1,0,1,0,4.8
247,146,2,20.5,1,1,1,0,5.05
248,149,1,14.0,1,0,1,0,4.5
248,149,2,16.0,1,1,1,0,5.05
249,150,1,17.25,1,0,1,0,4.67
249,150,2,25.0,1,1,1,0,5.75
250,156,1,18.5,1,0,1,0,4.87
250,156,2,13.0,1,1,1,0,5.05
251,158,1,8.5,1,0,2,0,4.5
251,158,2,9.0,1,1,2,0,5.05
252,159,1,14.0,1,0,2,0,4.5
252,159,2,16.5,1,1,2,0,5.25
253,162,1,23.0,1,0,3,1,4.75
253,162,2,21.0,1,1,3,1,5.05
254,166,1,29.0,1,0,4,0,4.75
254,166,2,21.5,1,1,4,0,5.05
255,168,1,19.0,1,0,1,0,4.25
255,168,2,20.0,1,1,1,0,5.25
256,171,1,21.0,1,0,1,1,4.25
256,171,2,21.25,1,1,1,1,5.05
257,172,1,17.0,1,0,1,0,4.75
257,172,2,21.5,1,1,1,0,5.05
258,173,1,36.0,1,0,1,0,4.85
258,173,2,31.0,1,1,1,0,5.05
259,174,1,25.0,1,0,1,0,4.75
259,174,2,33.0,1,1,1,0,5.05
260,176,1,29.5,1,0,1,0,4.62
260,176,2,37.75,1,1,1,0,5.05
261,178,1,22.0,1,0,2,1,4.25
261,178,2,9.0,1,1,2,1,5.05
262,179,1,11.0,1,0,2,0,4.25
262,179,2,11.0,1,1,2,0,5.05
263,180,1,13.5,1,0,2,0,4.5
263,180,2,12.75,1,1,2,0,5.05
264,182,1,13.5,1,0,2,0,4.5
264,182,2,10.5,1,1,2,0,5.05
265,183,1,18.0,1,0,2,0,4.62
265,183,2,22.0,1,1,2,0,5.05
266,185,1,9.5,1,0,2,0,4.5
266,185,2,8.0,1,1,2,0,5.05
267,186,1,24.0,1,0,3,0,4.75
267,186,2,25.0,1,1,3,0,5.05
268,189,1,14.5,1,0,3,0,4.75
268,189,2,12.5,1,1,3,0,5.05
269,192,1,29.0,1,0,4,0,4.87
269,192,2,22.5,1,1,4,0,5.25
270,193,1,10.5,1,0,4,0,4.5
270,193,2,11.5,1,1,4,0,5.05
271,195,1,18.0,1,0,4,0,4.25
271,195,2,23.5,1,1,4,0,5.05
272,198,1,,1,0,1,0,4.25
272,198,2,30.0,1,1,1,0,5.05
273,199,1,9.0,1,0,2,0,4.35
273,199,2,16.5,1,1,2,0,5.05
274,200,1,33.0,1,0,1,0,4.25
274,200,2,29.0,1,1,1,0,5.05
275,201,1,19.5,1,0,1,0,4.5
275,201,2,30.0,1,1,1,0,5.05
276,202,1,41.0,1,0,1,0,4.25
276,202,2,22.5,1,1,1,0,5.05
277,203,1,17.0,1,0,1,0,4.25
277,203,2,24.0,1,1,1,0,5.05
278,204,1,18.25,1,0,1,0,4.25
278,204,2,21.75,1,1,1,0,5.05
279,207,1,17.0,1,0,2,1,4.75
279,207,2,13.5,1,1,2,1,5.2
280,208,1,32.0,1,0,3,1,4.62
280,208,2,24.0,1,1,3,1,5.05
281,209,1,26.0,1,0,3,1,4.25
281,209,2,28.5,1,1,3,1,5.05
282,210,1,11.5,1,0,4,1,4.5
282,210,2,10.0,1,1,4,1,5.05
283,211,1,21.0,1,0,1,0,4.5
283,211,2,23.5,1,1,1,0,5.05
284,212,1,22.75,1,0,1,0,4.5
284,212,2,30.5,1,1,1,0,5.05
285,213,1,18.5,1,0,1,1,4.55
285,213,2,24.75,1,1,1,1,5.05
286,214,1,20.0,1,0,1,0,4.62
286,214,2,22.5,1,1,1,0,5.05
287,215,1,18.0,1,0,1,0,4.5
287,215,2,28.0,1,1,1,0,5.05
288,216,1,10.5,1,0,2,0,4.25
288,216,2,14.0,1,1,2,0,5.05
289,217,1,10.5,1,0,2,1,4.25
289,217,2,9.0,1,1,2,1,5.05
290,218,1,11.0,1,0,2,1,4.35
290,218,2,9.5,1,1,2,1,5.05
291,219,1,10.5,1,0,2,1,4.25
291,219,2,15.5,1,1,2,1,5.05
292,220,1,12.5,1,0,2,0,4.25
292,220,2,12.0,1,1,2,0,5.05
293,221,1,18.0,1,0,2,0,4.6
293,221,2,11.5,1,1,2,0,5.05
294,222,1,17.0,1,0,3,1,4.25
294,222,2,12.5,1,1,3,1,5.05
295,223,1,15.0,1,0,3,1,4.75
295,223,2,16.0,1,1,3,1,5.05
296,225,1,19.5,1,0,3,1,4.75
296,225,2,28.5,1,1,3,1,5.05
297,226,1,13.0,1,0,4,0,4.25
297,226,2,15.0,1,1,4,0,5.3
298,228,1,20.25,1,0,4,0,4.5
298,228,2,23.5,1,1,4,0,5.05
299,229,1,26.0,1,0,1,0,4.5
299,229,2,30.5,1,1,1,0,5.5
300,230,1,15.5,1,0,1,0,4.25
300,230,2,26.5,1,1,1,0,5.05
301,232,1,24.0,1,0,1,0,4.75
301,232,2,27.0,1,1,1,0,5.05
302,233,1,25.5,1,0,1,0,4.65
302,233,2,21.5,1,1,1,0,5.05
303,235,1,14.5,1,0,1,0,4.25
303,235,2,,1,1,1,0,5.05
304,237,1,21.5,1,0,1,0,4.25
304,237,2,21.5,1,1,1,0,5.05
305,238,1,14.0,1,0,2,1,4.75
305,238,2,37.5,1,1,2,1,5.05
306,239,1,20.0,1,0,2,0,4.25
306,239,2,11.5,1,1,2,0,5.05
307,243,1,22.5,1,0,3,1,4.5
307,243,2,21.0,1,1,3,1,5.05
308,244,1,30.0,1,0,3,1,4.25
308,244,2,28.0,1,1,3,1,5.05
309,247,1,24.0,1,0,4,0,4.5
309,247,2,24.0,1,1,4,0,5.05
310,248,1,22.0,1,0,4,0,4.75
310,248,2,23.0,1,1,4,0,5.05
311,249,1,13.0,1,0,1,0,4.37
311,249,2,19.0,1,1,1,0,5.05
312,250,1,5.0,1,0,2,1,4.5
312,250,2,7.0,1,1,2,1,5.05
313,253,1,13.5,1,0,3,1,4.87
313,253,2,14.0,1,1,3,1,5.05
314,257,1,28.0,1,0,1,0,4.25
314,257,2,,1,1,1,0,
315,258,1,18.0,1,0,1,0,4.25
315,258,2,32.0,1,1,1,0,5.05
316,260,1,24.0,1,0,1,1,4.25
316,260,2,22.0,1,1,1,1,5.05
317,262,1,16.5,1,0,1,0,4.25
317,262,2,14.25,1,1,1,0,5.05
318,264,1,7.0,1,0,1,0,4.25
318,264,2,16.5,1,1,1,0,5.05
319,265,1,11.0,1,0,1,0,4.25
319,265,2,0.0,1,1,1,0,
